lat	lng	mag	time
13.9152	144.7319	4.5	1667349749941
38.8173332	-122.80867	1.15	1667349670950
38.7898333	-122.7615	1.51	1667349587960
35.40966667	-97.85416667	1.15	1667348916880
-24.3546	-179.8911	4.3	1667347841430
33.7658333	-116.9676667	0.66	1667346985610
61.4347	-146.7189	1.5	1667346392582
41.9614	144.9414	5.1	1667346354466
38.83	-122.8111667	1.91	1667346352830
33765	-116969	0.75	1667346194600
19.2668342590332	-155.401840209961	1.78999996	1667345742590
38.7873344	-122.7686691	0.64	1667345439190
18.7698	146.8384	4.6	1667345359114
35.0448333	-117.6705	1.8	1667344716200
-15.8684	-172.2624	4.6	1667344357915
60.3199	-151.3959	1.1	1667343969523
60.4762	-150.9125	1.6	1667343573467
14524	-92475	3.9	1667343474986
-9.3983	106.6244	4.3	1667343377848
36.2561667	-89492	0.91	1667342920420
36.2565	-89.4936667	1.42	1667342891660
-32.5613	-179.8734	4.6	1667342092818
33.1749	92.0138	5	1667340414917
48088	-121.9355	1.57	1667339999520
39.3612	-119.7716	0.3	1667339797082
64.6534	-149.0384	1.5	1667338955187
20.1733333333333	-156.048666666667	2.34	1667338834700
36.5936667	-121.0918333	1.79	1667338611730
17.9685	-67078	1.98	1667338540170
19.3915	-155.2805	2.18	1667337926410
26.8466	143.8785	4.3	1667337675410
34.51616667	-97.25783333	1.78	1667337476740
33.0393333	-116.4385	1.19	1667337475930
26.7943	143.8359	4.5	1667337397887
46.8676666666667	-121.764833333333	0.22	1667335709060
19.1946659088135	-155.390838623047	2.32	1667335367530
60.6483333333333	-152.299166666667	0.26	1667335046740
35.67333333	-97.43066667	1.29	1667334368429
19.2721666666667	-155.473333333333	2.38	1667334306110
38823	-122.8295	-0.19	1667334277870
56.3566	-156.8774	2.6	1667333932138
33.8713333	-117.4993333	0.89	1667333166630
59.9985	-153.081666666667	-1.02	1667332832780
36.5006667	-89.5823333	1.75	1667331420030
38.8250008	-122.7981644	0.84	1667331226260
36.4651667	-121.0466667	1.5	1667331218120
18.0006666666667	-66.8465	1.78	1667330671470
34.54733333	-97.3555	1.58	1667330224179
19.1776676177979	-155.490829467773	2.00999999	1667330148810
18.0016666666667	-66.9485	1.98	1667330029370
38.7859993	-122.746666	0.86	1667329519970
19.2644996643066	-155.40266418457	2.08	1667329031430
17.9173333333333	-66.8603333333333	2.21	1667328999810
29.25750732	-97.46036305	2.9	1667328882819
19.2600002288818	-155.397003173828	1.91999996	1667328817730
61.5006666666667	-151.991666666667	0.71	1667328802090
58178	-155.336666666667	-0.14	1667328440710
-20.3761	-177.7433	4.5	1667328282066
38.7879982	-122.7468338	0.67	1667327181950
38.822834	-122.805336	0.64	1667327086410
36.8933333	-121.6151667	1.84	1667326751100
38.829834	-122.7914963	0.85	1667326066080
61.1714	-151.1779	1.6	1667324996229
36.28733333	-97.51583333	1.64	1667324685789
38.47	-118.3278	0.3	1667323574424
45.9136666666667	-119.290333333333	1.37	1667323293600
18.3341666666667	-67.2538333333333	2.95	1667323210860
60.4403333333333	-152.7675	-0.23	1667323036970
65.4439	-148.4133	1.9	1667322371168
38.7949982	-122.7563324	1.18	1667322260460
38.8438339	-122.8255005	1.19	1667322239840
39.3567	-119.7736	2.4	1667322037083
46.8705	-121.768833333333	0.3	1667321656930
47251	-122003	1.11	1667321226770
46.7608333333333	-121589	0.9	1667321114260
-23.8547	-179.9626	4.6	1667321027901
44.8043333	-110.8088333	0.08	1667319814960
35506	-118.3978333	1.64	1667319562120
54.7395	-164.111333333333	1.47	1667319487200
-10.4154	123.6981	4.3	1667318495042
19.1678333282471	-155.460830688477	2.3499999	1667318242730
60035	-153481	1.4	1667318149797
41.5018333	-112.1743333	0.99	1667317143600
-57.0832	-26.5278	4.5	1667317048263
34.5986667	-116.6178333	1.62	1667316873810
19.2549991607666	-155.412506103516	2	1667316468180
38.4712	-118.3259	0.5	1667316205715
19.1896667480469	-155.386840820312	1.83000004	1667316158690
61.3272	-146.6118	1.7	1667315785063
35.9065	-117.7271667	1.08	1667315292420
33.1593333	-116594	0.9	1667315253910
19.1753330230713	-155.481170654297	2.20000005	1667315152480
61.2957	-146813	2.3	1667315065370
61.2793	-146.7962	2.6	1667314289639
31.61568054	-104.0998283	2.2	1667313983093
38.7565002	-122.739502	0.25	1667313485170
19.1578330993652	-155.499496459961	1.97000003	1667312946710
59.1435	-135.4538	2.1	1667312458478
35.6451667	-117.6175	1.29	1667311786820
38.8176651	-122.8093338	0.86	1667311640270
58.3811666666667	-154691	0.38	1667311111520
58.2568333333333	-155081	-0.19	1667310598910
60.8697	-150.4472	2	1667310586984
37.5721667	-118.7871667	1.72	1667310503770
32.9696	86.7743	4.9	1667310501193
36465	-97.31216667	1.37	1667310393939
36.4875	-98735	1.66	1667310228649
12.4505	-89.1116	5	1667309739643
51.3744	176.5458	4.2	1667309715900
50.7582	-171072	3.8	1667309603234
-20.6168	-177.6767	4.2	1667309340892
60.0833	-152.8926	1.4	1667309126028
-1.0528	138.5885	4.4	1667309124930
37364	-121.3448333	1.26	1667308338320
19.6848	94.5597	4.6	1667308189581
36467	-97.31083333	1.48	1667307940340
36.4675	-97.31183333	0.67	1667307575899
53.1885	-168.029333333333	2.04	1667307448470
1.6397	126.9788	4.9	1667307391531
-10.2217	-78.3947	4.4	1667306848776
33.4115	-116.4093333	0.73	1667306767940
38.5506667	-122.7728333	1.57	1667306316680
52.4575	-165.4485	2.9	1667306195134
-18.2665	-172.4148	4.5	1667306166828
36535	-98.96483333	0.78	1667305969039
58239	-155.156833333333	0.29	1667305871760
58382	-154.6955	0.46	1667305810630
58.4055	-154.7275	0.23	1667305542890
36.5395	-98.96666667	2.41	1667305490159
37.9153333	-122.2941667	1.13	1667305138800
36.53283333	-98.9715	0.77	1667304596179
19.4861666666667	-155.593833333333	2.03	1667304474360
17.9615	-66.9771666666667	2.14	1667304342690
36535	-98.97016667	0.97	1667304287869
19.2541675567627	-155.399826049805	2.14	1667304215590
38.8321648	-122.8151703	0.97	1667304042800
63.4931	-151.1143	1.6	1667303658178
38.8139992	-122.7926636	0.92	1667303485410
61.9306	-149.6427	1.6	1667303434878
33.6558333	-116.7401667	1.21	1667302652050
33.6575	-116735	0.56	1667302604530
33.6583333	-116.7223333	0.8	1667302595550
33.6553333	-116.7406667	0.94	1667302593420
61.7328	-151.1859	1.9	1667302491434
17.9868333333333	-66.8528333333333	2.02	1667302454350
33.1551667	-116.5836667	0.79	1667302362640
19.9676666666667	-155.64	3.91	1667301447340
19.5378333333333	-67.2581666666667	3.4	1667301435880
19.4761666666667	-155.598666666667	2.87	1667301043000
61.3533	-149.8962	1.8	1667300914475
36.53766667	-98.96683333	1.47	1667300870049
44.8011667	-110.8121667	0.05	1667299674980
36.46616667	-97.3095	1.45	1667299168589
58.2571666666667	-155109	0.1	1667299021330
48.4116666666667	-122.4545	1.73	1667298706690
38.1562	-117.9053	0.9	1667298390827
34.54783333	-97.35133333	0.91	1667298150769
38.1872	-117.8018	1.2	1667298032881
37.4629	-116.6872	0.7	1667297511144
-25.2351	179.5777	4.4	1667297105330
46.8685	-121.7595	0.28	1667297075330
33.1586667	-116.5861667	0.78	1667296887240
63.4307	-150.4501	1.7	1667296841557
19.2253341674805	-155.384170532227	2.02999997	1667296373440
35.6523333	-117.4411667	0.96	1667295239170
58.2466666666667	-155.16	-0.07	1667294795810
36.53766667	-98.96633333	1.7	1667294314729
12.4166	-86.6203	4.6	1667294308329
36.53983333	-98.96583333	1.84	1667294215479
46199	-122.181666666667	0.41	1667293909400
38.7738342	-122.7416687	0.38	1667293499310
38.840168	-122.8368301	0.86	1667292862920
36.6229	-116.0957	-0.1	1667292721005
38.1709	-117.8882	0.9	1667292257948
24.7696	122.6285	5.4	1667291410297
61.6083	-150.6233	3.3	1667291376249
33157	-116.5926667	0.58	1667291250450
18.0833333333333	-67131	2.03	1667291008120
36.7033	-116.2159	-0.2	1667290686097
63.5754	-149.7591	2	1667290667444
33217	-116.7436667	0.7	1667290345770
17.9665	-66853	2.08	1667290303230
45.8023333333333	-120.369666666667	1.51	1667290176260
38.5991667	-122.8058333	1.85	1667289886000
62.5254	-150.9612	1.8	1667288993537
42.2231667	-111.5976667	1.72	1667288855130
39.5986	-120.6174	0.1	1667288692855
38.1551	-117932	0.5	1667288468516
58.2468333333333	-155.12	0.07	1667288359530
19405	-155.293166666667	0.99	1667287956760
38.8269997	-122.8546677	0.87	1667287905440
36.6229	-116.0891	-0.1	1667287554449
62.1464	-152.4535	0.9	1667287378887
32.9935	-116.3871667	1.36	1667287216550
28.4744	-111.6283	4.2	1667287062019
38.1661	-117.8963	1.1	1667286452052
48.5378333333333	-119493	1.33	1667286316470
44.6078333	-110.3723333	0.9	1667286232000
36.9053	-104.82	2.6	1667285939430
19014	-65.0578333333333	3.21	1667285664610
62.1218	-149.4262	1.4	1667285411659
60.0333333333333	-153.072333333333	0.31	1667285071540
19.4713325500488	-155.601165771484	1.94000006	1667284986880
33.4931667	-116.7615	0.55	1667284536720
17.9488333333333	-66.9498333333333	2.12	1667284275870
35504	-118.3906667	1.34	1667284208830
19.236499786377	-155.390502929688	2.13000011	1667283601600
46.8	-121.954666666667	2	1667283367120
32.9463333	-115.5006667	1.68	1667283121590
59.9613	-141.4034	1.6	1667283071058
19.2071666717529	-155.371673583984	1.84000003	1667282725440
64.8154	-147591	0.8	1667282724777
60.1194	-153.5246	2.4	1667282456473
35.9605	-117993	0.76	1667282404940
38.8361664	-122.7331696	1	1667281984530
38664	-116.1035	1.7	1667281548945
23.2726	121.5567	4.1	1667281389110
33.9785	-116.9601667	0.7	1667281042340
38.5333	-118.4925	0.6	1667280949464
62.2284	-150.0425	1.3	1667280679459
4.6109	92.9421	4.5	1667280654738
53.1412	-166.7801	2.3	1667280447411
61.8024	-149.6744	1.3	1667280410935
33.7098333	-119.2718333	2.79	1667280227890
34.54383333	-97.35166667	0.73	1667279751200
44.7945	-110.8138333	0.69	1667279369980
32.5996667	-116.8366667	1.49	1667279120840
35.7878333	-117.6026667	1.58	1667278985600
33.8431667	-116.2001667	0.61	1667278871190
58.2338333333333	-155.144166666667	-0.22	1667278220430
44.7915	-110.8196667	1.22	1667278050630
33.7851667	-116.1043333	1.06	1667277758930
39.7221	72.8245	4.3	1667277333498
49.2715	156.3764	4.3	1667277210236
60.6486	-151.8591	1.7	1667276989726
58.5242	-156.6384	2.2	1667276966055
51.2328	-178.4202	2.5	1667276704475
61.7651	-149.4959	1.1	1667276405908
58.2484	-155.1535	2.2	1667276142934
60.0328333333333	-153076	0.44	1667275702870
40.9325	-116288	1.5	1667275696387
54.8355	-161.8013	1.7	1667275639280
69.1181	-144.5879	2.2	1667275564902
58.2405	-155.152666666667	-0.04	1667275528400
33.5753333	-117.2173333	0.85	1667274887270
52.2208	-169.4291	2.4	1667274444193
59.9211	-136.7153	1.5	1667274105223
54.7022	-158.1086	2.4	1667273889042
54.6983	-158.1004	2.5	1667273782354
65.4416	-165.2346	1.9	1667273453178
62.6528	-151.2958	2.1	1667273265364
23.0012	80.1303	4.3	1667272433303
58.2396666666667	-155.145166666667	0.07	1667272261610
37917	-122.2936667	0.95	1667272217100
65.0009	-150.5782	0.8	1667272069506
60.1267	-152.7291	2	1667271522653
60422	-152.775666666667	0.05	1667270910780
59.8246	-153.0046	2.1	1667270666092
36.7018	-116.2232	-0.1	1667270594946
57695	-155.8743	1.4	1667270512185
61.5976	-148.2682	0.7	1667270434497
33.3626667	-115792	1.01	1667270182810
62.3975	-150.1967	1.2	1667269739443
61.3882	-141.13	1.2	1667269524067
61.6566	-148.1997	0.9	1667269180501
61.3211666666667	-152506	0.19	1667268701340
19.4483337402344	-155.600494384766	1.89999998	1667268620530
51.2824	-177.0637	1.9	1667268383692
-6.0234	148.8298	4.2	1667268109112
63.1279	-150.7264	1.6	1667267883608
47.6773333333333	-120.315333333333	0.34	1667267589580
-32.2306	-177813	4.3	1667267399000
32.8591667	-115.7651667	1.16	1667267109280
-32.0518	-178.2186	4.5	1667267090001
61.6076	-148.2847	1.1	1667266680526
36.0155	-117.8008333	1.11	1667266477710
36.0201667	-117.7916667	0.65	1667266432720
-21.1696	-67.4268	4.4	1667266421441
36.5658333	-121.1545	1.8	1667265613770
61.4864	-146.6467	1.6	1667265071754
41.9124	-119604	0.1	1667264941375
40.0827	-119.7065	0	1667264777823
54.8179	-162.0654	2.4	1667264483088
38.8378334	-122.8270035	0.86	1667264481310
35.40716667	-97.88816667	1.35	1667264013780
43.5899	135.3759	4.2	1667263503648
39.6057	-120.4086	0.1	1667262969824
60431	-152.758666666667	-0.2	1667262899110
35.7828333	-117.6095	0.39	1667262539910
60.4044	-151.6275	1.4	1667262409116
31.73008269	-104.5664233	2.4	1667262389487
35.9773333	-117.3236667	2.3	1667262213980
34.5485	-97.34216667	1.15	1667261757070
37.0723333	-121.4916667	0.88	1667261593470
19.3038333333333	-155252	2.11	1667261387610
53.6436	-164.4965	2	1667261189998
29.23553467	-97.46863511	2.2	1667260945576
62.8042	-148.7465	1.4	1667260936321
61.0899	-152.3132	2.3	1667260716194
39.3451	-119.9603	0.3	1667260472434
53.4852	-165.2668	1.9	1667259916210
5.4618	126631	4.2	1667259806755
19.1886672973633	-155.397994995117	2.00999999	1667259381950
38.89	-119.6346	0.2	1667259253814
37.0166	-116.4446	-0.3	1667259118403
37.0185	-116.4549	-0.1	1667259068601
67.3284	-156.2555	1.6	1667259030236
19.219165802002	-155.373336791992	2.26	1667258927780
19.5268333333333	-155.7075	0.77	1667258773610
36.6659	-116.2635	-0.1	1667258504058
60.6675	-146.7421	2.6	1667258484768
38.1532	-117.8975	1	1667258197455
64.9894	-147.35	1.4	1667258027791
49.0375	-122.060166666667	0.95	1667257828970
46.6975	-122.501333333333	1.58	1667257782630
38.8388329	-122.7894974	0.85	1667257561480
44.4291	-115.1993	3	1667257270076
36465	-97.31966667	1.16	1667257126590
51.8048333333333	-178.85	0.52	1667257052600
61.5842	-148.2492	2.4	1667256943690
35974	-117.3248333	2.86	1667256825650
33.53	-116528	0.7	1667256627160
33.7873333	-116.1093333	0.88	1667256600620
39.5531667	-122.9706667	2.05	1667256220250
38.7891655	-122.7338333	0.7	1667256014830
64.7291	-140.7056	1.2	1667256013197
57771	-154.8905	1.6	1667255677600
62.6774	-149.6636	1.4	1667255370323
63115	-150.4343	1.5	1667255223245
59.2132	-136067	1.9	1667254719023
63.0068	-149.5913	1.4	1667254620397
36498	-117.9309	1	1667254324165
31.67672938	-104.3768874	2.2	1667254312052
66.0544	-153.7253	1.3	1667254208800
33217	-116.7413333	0.62	1667254096890
50.0141	179.2359	3	1667253796313
59.1865	-139.4736	1.9	1667253760382
59.7981	-153.3296	2.2	1667253622910
36.8465	-121.5836667	1.75	1667253538510
40.4048333	-121.3595	2.27	1667253290430
-5.5631	148.2847	4.5	1667253023083
37.0217	-116.4488	-0.3	1667252979161
39.8918	15.6313	5.5	1667252570896
38.8291664	-122.8148346	0.36	1667252318350
38.8185005	-122.7626648	0.73	1667252056230
33.1605	-116.5903333	0.79	1667251962160
54.8266	-163.4264	1.3	1667251805575
38.8323326	-122.8808365	0.58	1667251611800
31.61580046	-104.2655282	2.6	1667251559414
51.8415	-176.2823	1.8	1667250972679
38.7956657	-122.7828369	0.28	1667250762990
38.7666667	-122713	-0.09	1667250498790
38.8171667	-122809	1.56	1667250290230
31.67155742	-104.1930095	2.3	1667249843190
63.2548	-151.3352	1.2	1667249823605
36.46716667	-97.3125	2.31	1667249439119
34309	-116.4591667	0.73	1667249408160
53078	-167.8729	1.4	1667249382295
19.4303333333333	-155.3955	2.05	1667249188970
36.46666667	-97.31216667	2.29	1667249002769
38.3274	-119.2967	0.7	1667248971323
38.8339996	-122.803833	0.8	1667248520420
40.4073333	-121.3625	1.91	1667248380560
53.6461	-164.5919	2.1	1667248362541
38.1669	-117845	1.4	1667248323240
33.2155	-116.7436667	1.06	1667248022280
-17.7541	-178.5968	4.2	1667247737661
37.9133333	-122.2936667	2.13	1667247725070
37.9131667	-122.2923333	2.27	1667247574570
37.9121667	-122.2931667	2.23	1667247520790
34.4705	-119472	0.96	1667247259640
37.4968333	-121.6216667	1.04	1667246968650
36.21	-95.84616667	1.66	1667246755219
36.22166667	-95.87966667	1.36	1667246532140
40.4158333	-121.3656667	2.17	1667246068880
63.1394	-150.4288	1.5	1667245798118
36.5904	71.4367	4.3	1667245497958
36.5698333	-121.1165	2.04	1667245234860
62.4982	-142.6768	1.5	1667245031533
35.0596667	-118339	1.29	1667244983710
19.425500869751	-155.648834228516	1.71000004	1667244274630
58.5632	-154.1401	1.8	1667244134421
60.0251	-151.7729	1.7	1667243932462
33.66	-116.6665	0.43	1667243894800
62.1515	-147.4125	1.5	1667243831781
33.8278333	-117.4766667	1.39	1667243821510
63.0507	-151.5804	0.9	1667243704016
36816	-116.2416	-0.2	1667243231112
60.1916	-139.6858	1.7	1667242678333
37.4293333	-118.8851667	0.72	1667242628780
34.9898333	-118188	0.98	1667242594770
65265	-148.9988	0.9	1667242495249
-27.4371	-177136	4.6	1667242459715
58.1666666666667	-155.323333333333	-0.33	1667242399390
38.1578	-117.9283	1.1	1667242019679
36.5723333	-121.1186667	2.29	1667241927420
32.8968333	-116.2615	0.91	1667241349730
38.7966652	-122.7210007	0.85	1667240832620
61.3918	-146.8624	2.2	1667240754228
17.9873333333333	-66831	2.12	1667240116940
33.9731667	-116.6938333	0.84	1667240104090
60.2208	-139654	1.7	1667240073960
33.1566667	-116.5935	1.54	1667239599490
36.4921667	-121.0733333	1.81	1667239588170
17.9986666666667	-66.8338333333333	2.5	1667239389650
37.6318333	-121.8178333	1.32	1667238620800
26.9544	140.6598	4.2	1667238533375
58.2291666666667	-155119	0.94	1667238502770
-23.7127	-175.9315	4.4	1667238224596
38.8224983	-122.7913361	0.35	1667237912880
35.6713333	-117.5471667	1.57	1667237905930
61.1399	-151.7791	1.7	1667237669645
19.4584999084473	-155.59700012207	1.94	1667237499790
19.2406673431396	-155.408172607422	2.32	1667237256010
61.0768	-141.2287	1.2	1667237147460
34333	-116.8401667	1.16	1667237067320
33684	-116.7548333	1.04	1667236683640
53.9648	-166.5114	0.9	1667236345874
51.7249	-178.5438	1.4	1667236106577
37.3026667	-121.6716667	0.92	1667235757070
34.49983333	-97276	1.18	1667235746899
59.3706	-153.1292	1.9	1667235716803
38.1643	-117.8941	0.4	1667235195457
61.6688	-148.4059	1.3	1667234719518
38203	-117.7896	0.9	1667234639289
59769	-141572	1.7	1667234453611
0.1385	97.6893	4.1	1667234426990
58.2318333333333	-155.119833333333	0.81	1667233616120
61.8978	-151.9588	1.4	1667233382016
-11.2987	163.3581	4.4	1667233335945
29.24102783	-97.46863511	2.6	1667233312452
59.9099	-139.6348	1.7	1667233204850
60.1434	-151.2755	1.6	1667233175205
37.6465	-122.0466667	1.01	1667232777320
25.9532	60.3815	4.1	1667232518061
51.2047	-179.7165	1.9	1667232312480
19.1375007629395	-155.356826782227	2.43	1667231970850
35.8516667	-117.6868333	0.72	1667231772770
35.8538333	-117.6911667	1.09	1667231700060
38.8364983	-122.7946701	0.75	1667231555070
19.4736671447754	-155.574172973633	1.86	1667231196800
38.8333333	-122.8021667	0.26	1667230779010
39603	-120.3944	1.3	1667230726473
54.3956	-160.0696	3	1667230719092
60.4713	-152.4047	1.9	1667230225239
37.6495	-121802	1.02	1667229743490
37649	-121.8108333	0.52	1667229732300
45.1631666666667	-123.002333333333	1.68	1667229549600
-8.6421	112.4918	4.1	1667229355387
61.5275	-149.8772	1.3	1667229180089
51.4726	-177.5361	1.7	1667228885777
19.3838329315186	-155.279998779297	1.75999999	1667228738380
44.8011667	-110.8143333	0.61	1667228691010
19.0869998931885	-155.355163574219	1.88	1667228677490
59.3769	-152.5068	1.8	1667228653112
18.6491	-65.0098	3.81	1667228390260
64.5682	-17.8155	4.4	1667228248845
19367	-155.0285	2.28	1667228222980
39.4119	-119.8755	0.2	1667228157155
2.1068	125.7528	4.3	1667227738751
38.1685	-117.8841	1.7	1667227622427
64.4279	-150.6787	1.9	1667227454035
19.3646666666667	-155.037833333333	2.05	1667227373480
38.1804	-117.8739	2	1667227236341
69.6096	-145143	1.5	1667227116995
-11407	163.4987	4.3	1667227030968
38.7623	-119.7407	0.8	1667226983331
42674	108.7457	4.5	1667226873251
38.8429985	-122.8808365	1.12	1667226238900
-14.4814	-76.1953	4.8	1667225908930
60.7175	-151.1969	1.6	1667225477402
40.4296667	-121.3513333	1.92	1667225469230
-58.9602	-25.7235	5	1667225328485
60267	-141682	1.4	1667225183894
-2.6678	134.2227	4.3	1667224884438
38.7540016	-122.7146683	0.86	1667224816950
-2.5104	134.2749	4.2	1667224556867
59.6906	-152.8476	2.5	1667224453042
51.3577	-178.5203	1.7	1667223840146
60.4915	-152.7245	-0.67	1667223525460
19198	-155.389666666667	3.47	1667223495540
-18.5733	-177.6387	4.2	1667223188942
39.6029	-120.4031	0.3	1667223079760
36.9026667	-121.2641667	1.25	1667222970410
-14223	-76.0005	5	1667222745846
-1.3079	-23.63	5.1	1667222637389
-2.4099	-76.2179	5.6	1667222563968
18.0026666666667	-66.9831666666667	2.25	1667222154330
19.1871662139893	-155.481506347656	1.72000003	1667221589110
33.9125	-117.0805	1.11	1667221008690
61.3716	-150.0924	1.4	1667220396691
19.98	-155.511333333333	1.91	1667219830020
53.2	179.4608	2.5	1667219544129
61.7807	-149.2233	1.4	1667219447453
44.7908333	-110789	0.48	1667219080310
60.2207	-141.1829	1.2	1667219003167
38.1756	-117.8347	0.6	1667218980738
34883	-97.66233333	1.03	1667218337850
34.54933333	-97.34166667	1.61	1667218259539
37.6218333	-118819	0.51	1667218186930
17.9653333333333	-66.8505	2.46	1667218052960
33.9651667	-116594	0.61	1667217928320
44.7728333	-110.7918333	0.15	1667217900650
44.7828333	-110.8026667	0.66	1667217869560
44.7725	-110.7945	0.7	1667217844180
44.7755	-110.8028333	1.06	1667217818380
44.7736667	-110.7996667	1.11	1667217756280
33.1566667	-116.5936667	1.56	1667217631030
63.5557	-147.7475	0.9	1667217612824
62.1361	-147634	1.8	1667217271157
-2.5637	100716	4.1	1667216775764
57.1791	-153.6959	2.5	1667216729206
63.2741	-150505	1.4	1667216016412
60.4201666666667	-152.7725	0.56	1667215023860
31.65896856	-104.488686	2.2	1667215022099
33.5905	-116.8116667	1.38	1667215003370
33.2568333	-116811	0.76	1667214305130
19404	-155.263833333333	2.05	1667213916810
35411	-97.89066667	1.21	1667213912960
33.2165	-116747	0.64	1667213689690
33.2176667	-116.7433333	0.46	1667213666490
33.2171667	-116.7443333	0.88	1667213620200
33.2163333	-116745	0.64	1667213600900
-22333	-179.5915	4.2	1667213480263
61.5076	-140.61	1.2	1667211824036
38.5116667	-119517	2.24	1667211782070
65668	-152.3232	1.1	1667211766925
44.3375	-115.0637	2.5	1667211723656
35.9056667	-118.3446667	1.37	1667211530530
37.0557	-104.9516	2.2	1667211480187
51.2742	-178.3291	2.9	1667211381415
62.3842	-149.6576	0.9	1667211360009
37631	-121.8105	2.05	1667211269510
62.4248	-149.2609	0.9	1667211080071
39.3977	-119.6745	0.5	1667211006259
37.6409988	-121.8259964	1.79	1667210906080
40412	-121.3598333	1.77	1667210840520
37.6291667	-121.8178333	1.25	1667210772130
65.8074	-147.09	0.9	1667210697329
51.9556666666667	-178.012166666667	1.53	1667210448120
37.5456667	-118.8733333	0.71	1667210423730
32.8081667	-115.5903333	1.26	1667210408670
62.6121	-150.7591	1.3	1667210143310
39335	-119899	0.3	1667209552284
51.4043	-177877	1.5	1667209064749
19.2351665496826	-155.435333251953	1.79999995	1667208775110
58.1988333333333	-155.265833333333	0.17	1667207955700
40.4093333	-121.3643333	1.9	1667207935110
19.4046666666667	-155.2625	2.23	1667207651610
50.5707	178.3904	2.7	1667206673171
32.00623877	-103.8406251	2.7	1667206591637
63.3239	-151.6767	0.9	1667206475642
46.2625	-122.071666666667	0.21	1667206411860
-24.2767	-67.5143	4.3	1667206270870
39.3956	-119.6604	1.3	1667206261577
22.8583	121.2393	4.9	1667206107791
60.0572	-152.0612	1.5	1667206069696
65.0001	-148.8183	1.1	1667205649074
19.480167388916	-155.64599609375	1.9	1667205244580
19.1746673583984	-155.488998413086	1.87	1667204981110
40435	-121.3708333	1.82	1667204773200
33.5028333	-116.7896667	0.41	1667204703650
18.0186666666667	-66.7508333333333	2.16	1667204669240
61.1448	-148.3647	0.9	1667204284984
-38.7565	-91.8537	5.8	1667204073784
36.5633333	-121153	1.75	1667204067690
40.4086667	-121.3648333	1.91	1667203624340
62.2123	-150.0801	1.2	1667203617518
37.0613333	-121.5005	1.68	1667203560400
63.51	-147.5532	0.9	1667203468736
19.1501666666667	-155.118333333333	2.07	1667203222950
67.8263	-149.6155	1.1	1667203029337
61.5951	-148.2808	0.9	1667203000080
35.7068333	-117511	1.47	1667202609510
59.9814	-140.7943	1.4	1667202399007
33879	-116.5085	0.6	1667202110370
53.2204	-167.0589	1.6	1667200999128
37.3158333	-121.6805	2.83	1667200859600
36.5673333	-121.1568333	1.58	1667200565020
19.1883335113525	-155.425003051758	1.84000003	1667200397220
62.6975	-152.1591	1.1	1667200245110
66.8616	-146732	1	1667199995724
44.7881667	-110.7915	0.12	1667199766860
29.24285889	-97.46036305	1.9	1667199702196
36.42583333	-96.92833333	1.03	1667199547589
61.8414	-148.9872	1.2	1667199404823
61.3335	-151369	1.5	1667199102734
60.9351	-149.7754	1.2	1667198846438
60.9186	-147036	1.4	1667198653723
37.6266667	-121.8186667	1.5	1667198642900
35.4533333	-118.3493333	1.01	1667198396810
51.6645	-175.4738	2.6	1667198257503
63.0506	-150.4847	1.6	1667198238518
59.8431	-140.2712	1.6	1667198069632
60.4208333333333	-152.783666666667	0.17	1667198036680
65.1925	-142.7794	0.7	1667197775804
19.2118339538574	-155.433837890625	1.76999998	1667197541390
37.7861	-116.0327	0.6	1667197185772
37.6295	-121.8143333	1.78	1667196979170
36.83283333	-97.87066667	1.21	1667196863350
31.50369418	-104.0615686	2.8	1667196707166
60.4352	-152.8031	1.1	1667196408509
37.6296667	-121.8145	2.8	1667196392330
37.6313333	-121816	2.44	1667196365240
67.3845	-156.0948	1.1	1667196163270
62.0353	-148.9509	1.2	1667196120424
38.1712	-117.8838	1.2	1667195967830
63.2494	-151.3608	1.1	1667195929312
38.8281667	-122.7988333	0.45	1667195543080
38.828167	-122.7979965	1.17	1667195525930
38.1724	-117.8363	0.9	1667195370820
38.8278351	-122.7998352	1.05	1667195326080
38.8289986	-122.7990036	0.85	1667195319530
38.8256667	-122.8	1.6	1667195267500
38.1728	-117832	1.9	1667195161835
60595	-149.4912	1.3	1667195068282
60.4124	-152.7776	1.2	1667194945419
64.6337	-150.4455	0.8	1667194813754
61.2743	-152496	1.3	1667194713054
37.6428333	-119.0185	0.75	1667194695920
37.6446667	-119015	-0.13	1667194676230
64.0193	-150.1855	0.8	1667194656360
35.7175	-118.4113333	1.16	1667194627520
37.6433333	-119.0173333	0.38	1667194553250
37.6363333	-119026	-0.28	1667194547890
60.6528	-149.4938	1.3	1667194521023
37.6445	-119.0175	-0.04	1667194158610
33.9726667	-116.9461667	1.76	1667194127450
38.77	-122.9598333	0.9	1667194067330
38.8086667	-122.8226667	0.16	1667194044450
60.6242	-149.4489	1.6	1667192640729
57.9607	-157.1465	1.6	1667192365654
34.3341667	-117.5708333	0.68	1667192233590
34342	-117572	0.81	1667192208480
34.3418333	-117569	3.01	1667191978560
58.2441666666667	-155.116666666667	0.68	1667191815230
60.4221666666667	-152.772333333333	0.23	1667191710110
58.2548	-155.1225	1.2	1667191528094
58.2455	-155.120666666667	0.31	1667191446600
61.0112	-147.3015	1.4	1667191023103
51.3342	-174.4241	1.8	1667190772748
